raw_content	username	tweet_published_at	type	cleaned_content	mention
@FadlyPradana inget.. coldplay ke indonesia tak akan terulang kembali...	venttry	2023-05-17 13:15:01+07	replied_to	['inget', 'coldplay', 'indonesia', 'ulang']	['FadlyPradana']
"@PZeroVelo ""tapi kak kapan lagi coldplay ke Indonesia"""	koganenohikari	2023-05-17 12:27:14+07	tweet	['coldplay', 'indonesia']	['PZeroVelo']
@gentalubawan Jangan gitu kamuuuu. Uang bisa dicari tapi Coldplay ke Indonesia cuma sekali! 😡😡😡	RytRoc	2023-05-17 11:51:24+07	replied_to	['kamuuuu', 'uang', 'cari', 'coldplay', 'indonesia']	['gentalubawan']
@As_Kurnn Kerjaan bisa dicari, tapi Coldplay ke Indonesia cuma sekali ~	namasayadrk	2023-05-17 11:44:13+07	replied_to	['kerja', 'cari', 'coldplay', 'indonesia']	['As_Kurnn']
@sosmedkeras Ginjal 1 tidak mati, coldplay ke indonesia kapan lagi	littlecilung	2023-05-17 10:40:36+07	replied_to	['ginjal', 'mati', 'coldplay', 'indonesia']	['sosmedkeras']
@nawamsirk @sosmedkeras bener bener konsep uang bisa dicari coldplay ke Indonesia masa ga pergi	jiochwe	2023-05-17 10:03:50+07	replied_to	['bener', 'bener', 'konsep', 'uang', 'cari', 'coldplay', 'indonesia', 'pergi']	['nawamsirk', 'sosmedkeras']
"@sandiuno selamat malam pak. Saya sebagai fans Coldplay selama 20 thn sangat berterima kasih sudah berani dan bisa mendatangkan Coldplay ke Indonesia tahun ini.
Tetapi sangat disayangkan momen ini malah menjadi ajang pencarian uang oleh orang lain yang memiliki niat jahat."	_amoy	2023-05-17 23:14:21+07	tweet	['selamat', 'malam', 'fans', 'coldplay', 'thn', 'terima', 'kasih', 'berani', 'coldplay', 'indonesia', 'sayang', 'momen', 'ajang', 'cari', 'uang', 'orang', 'milik', 'niat', 'jahat']	['sandiuno']
"Kedatangan Coldplay ke Indonesia itu menggelar konser musik, bukan kampanye LGBT, jadi tak perlu ketakutan yang berlebihan.

Jaga saja iman masing-masing !

@MUIPusat https://t.co/5Aofv3oRU4"	ShenoWirang	2023-05-19 15:01:33+07	tweet	['datang', 'coldplay', 'indonesia', 'gelar', 'konser', 'musik', 'kampanye', 'lgbt', 'takut', 'jaga', 'iman']	['MUIPusat']
"sebelum @muse announce bakal konser di KL, berharap banget mereka bakalan ke Indo. Dan pas tau mereka fix hanya ke KL, kecewa parah saat itu.

lalu bbrp bulan kemudian mendapati fakta bahwa @coldplay ke Indonesia, dan aku akan pergi ke sana. sungguh pengganti yang setimpal. 🥹"	wurdianto	2023-05-18 15:58:34+07	tweet	['announce', 'konser', 'kl', 'harap', 'indo', 'tau', 'fix', 'kl', 'kecewa', 'parah', 'bbrp', 'dapat', 'fakta', 'indonesia', 'pergi', 'ganti', 'timpal']	['muse', 'coldplay']
"@tanyakanrl Ga ada uang, ga harus nonton sekarang :((

 2027 juga balik lagi Coldplay ke Indonesia"	keburuhujan_	2023-05-18 15:16:05+07	replied_to	['uang', 'nonton', 'coldplay', 'indonesia']	['tanyakanrl']
"@ZulfadliZulfa17 @vonnycornellya_ Coldplay ke Indonesia buat konser 
Bukan kampanye LGBT

ISRAEL ke Indonesia buat tanding bola 
Bukan mau perang"	Chhattisggarh	2023-05-19 01:21:10+07	replied_to	['coldplay', 'indonesia', 'konser', 'kampanye', 'lgbt', 'israel', 'indonesia', 'tanding', 'bola', 'perang']	['ZulfadliZulfa17', 'vonnycornellya_']
"@tanyakanrl ga tentang ""kapan lagi coldplay ke indonesia"" oh c'mon kalau suatu saat lu punya rezeki lu bisa susul noh coldplay ke ujung dunia pun bakal tetep ada.logika nya kan mau nikah,trs bapak mu butuh biaya berobat jg mana nonton pake duit tabungan yg di hasilin adik sendiri,ga malu?"	alzanzea_	2023-05-19 19:16:54+07	replied_to	['coldplay', 'indonesia', 'oh', 'c', 'mon', 'rezeki', 'susul', 'noh', 'coldplay', 'ujung', 'dunia', 'tetep', 'logika', 'nikah', 'trs', 'mu', 'butuh', 'biaya', 'obat', 'nonton', 'pake', 'duit', 'tabung', 'hasilin', 'adik', 'malu']	['tanyakanrl']
@KompasTV Ya Allah pak COLDPLAY ke Indonesia itu cuma buat tour konser   nyanyi nggak kampanye2 yg lain,..Qatar aja yg negara hukum Islam cerdas bgt mengatasi masalah itu pas Piala Dunia kemarin,..ini kita yang INDONESIA negara PANCASILA harus bisa toleransi pak 🤯	whatthehappier	2023-05-19 15:41:21+07	replied_to	['coldplay', 'indonesia', 'tour', 'konser', 'nyanyi', 'nggak', 'kampanye', 'qatar', 'negara', 'hukum', 'islam', 'cerdas', 'atas', 'piala', 'dunia', 'kemarin', 'indonesia', 'negara', 'pancasila', 'toleransi']	['KompasTV']
"@noire172 terus di-counter pakai kalimat uang bisa dicari, Coldplay ke Indonesia kapan lagi

🤣🤣🤣🤣🤣🤣"	otodanarz	2023-05-19 14:46:08+07	replied_to	['counter', 'pakai', 'kalimat', 'uang', 'cari', 'coldplay', 'indonesia']	['noire172']
@AstoZou bdndjdnsjsjzna coldplay	bouskazoro	2023-05-02 03:40:46+07	replied_to	['bdndjdnsjsjzna', 'coldplay']	['AstoZou']
@tvOneNews Hiburan Musik tdk merusak Moral Pak, terkecuali Coldplay ke Indonesia khusus dalam rangka kampanye LGBT. Jangan2 ini MUI yg sdg Kampanye Untuk politik Indentitas ke Pemilu 2024 nih !!!	Awefroger	2023-05-20 08:16:23+07	replied_to	['hibur', 'musik', 'tdk', 'rusak', 'moral', 'kecuali', 'coldplay', 'indonesia', 'khusus', 'rangka', 'kampanye', 'lgbt', 'mui', 'sdg', 'kampanye', 'politik', 'indentitas', 'milu']	['tvOneNews']
"@tanyakanrl Banyak temen2 gw yg dah 30an ke atas menanti2 pengn nonton saking lamanya penantian Coldplay ke Indonesia. 
Mental korupsi lu bkin bnyk org dikorbanin. Semoga tiket lu ga laku satupun."	hitirediamdad	2023-05-20 04:35:39+07	replied_to	['temen', 'dah', 'an', 'pengn', 'nonton', 'saking', 'nanti', 'coldplay', 'indonesia', 'mental', 'korupsi', 'bkin', 'bnyk', 'org', 'dikorbanin', 'moga', 'tiket', 'laku']	['tanyakanrl']
@SudahBukanMaba Buat nnton Coldplay kan?	taurusnads	2023-05-06 09:29:55+07	replied_to	['nnton', 'coldplay']	['SudahBukanMaba']
@joysolong @RD_4WR1212 @antoniusdwisap1 Eh kontol. Lu pikir Coldplay ke Indonesia mau kampanye LGBT	lokernyagacha	2023-05-20 12:01:44+07	replied_to	['eh', 'kontol', 'pikir', 'coldplay', 'indonesia', 'kampanye', 'lgbt']	['joysolong', 'RD_4WR1212', 'antoniusdwisap1']
Prihatin sekali, klo benar @sandiuno yg menggagas kedatangan Coldplay ke Indonesia. Dia ga peka dg perasaan rakyat, khususnya muslim.	dpd_ummatCiamis	2023-05-20 09:51:24+07	retweet	['prihatin', 'gagas', 'datang', 'coldplay', 'indonesia', 'peka', 'dg', 'asa', 'rakyat', 'muslim']	['sandiuno']
Tak pelak, konfirmasi resmi kunjungan Coldplay ke Indonesia menjadi kejutan luar biasa bagi banyak orang. Alhasil, obrolan tentang Coldplay merebut lampu sorot perbincangan di jagat maya. @ArdBrahmantya #Linimasa #AdadiKompas https://t.co/8GgcSmZrvj	KompasData	2023-05-21 12:25:06+07	replied_to	['pelak', 'konfirmasi', 'resmi', 'kunjung', 'coldplay', 'indonesia', 'kejut', 'orang', 'obrol', 'coldplay', 'rebut', 'lampu', 'sorot', 'bincang', 'jagat', 'maya', 'linimasa', 'adadikompas']	['ArdBrahmantya']
@kipasgoyang @rizkyXprasetya aku doyan Shiver, lagunya Coldplay	debuatomik	2023-05-02 15:49:07+07	tweet	['doyan', 'shiver', 'lagu', 'coldplay']	['kipasgoyang', 'rizkyXprasetya']
@tanyakanrl Kalian pernah ke konser siapa aja?	dinrayaujazla	2023-05-01 19:24:47+07	replied_to	['konser']	['tanyakanrl']
"Coldplay lyric @coldplay
Terbangun bobo sendiri welcome mei 2023.
aku sila
aku bela
aku rela
aku pila
""Setitik cahaya diri agar tidak nafsu dan gila sebuah pangkat yang hanya untuk perut sendiri dan keluarga menjadi sebuah perangkat agar tidak melarat.""‼️
-DUKA-📝🎧🎸

-VieW 😌🤞 https://t.co/YpJFe5eQ1E"	b16slow	2023-05-02 02:17:24+07	tweet	['coldplay', 'lyric', 'bangun', 'bobo', 'welcome', 'mei', 'sila', 'bela', 'rela', 'pila', 'titik', 'cahaya', 'nafsu', 'gila', 'pangkat', 'perut', 'keluarga', 'perangkat', 'melarat', 'duka', 'view']	['coldplay']
@sskinnypandaxx ttp lebih priority in taylor dli sorry bgt bro @coldplay	soursadly	2023-05-02 01:38:35+07	replied_to	['ttp', 'priority', 'taylor', 'dli', 'sorry', 'bro']	['sskinnypandaxx', 'coldplay']
@MUSIKMENFESS Bmth g dl mo coldplay ma ayank	ktpjajank	2023-05-02 01:09:42+07	replied_to	['bmth', 'g', 'dl', 'mo', 'coldplay', 'ma', 'ayank']	['MUSIKMENFESS']
@MUSIKMENFESS mungkin kalo yg pernah diliat masi bts sm coldplay, trs svt/txt mungkin bisa nyusul kedepannya	zendafiar	2023-05-02 01:00:52+07	replied_to	['kalo', 'liat', 'mas', 'bts', 'sm', 'coldplay', 'trs', 'svt', 'txt', 'nyusul', 'depan']	['MUSIKMENFESS']
@inigladisss mending diajak nonton Coldplay	panggilajajuu	2023-05-03 22:47:06+07	replied_to	['mending', 'ajak', 'nonton', 'coldplay']	['inigladisss']
@convomfs Coldplay beneran ke indo gaaaak?	ardsandd	2023-05-02 18:55:57+07	replied_to	['coldplay', 'beneran', 'indo', 'gaaaak']	['convomfs']
@erickthohir Uang bisa dicari, Coldplay ke Indonesia cuma sekali, tapi liat messi di tackle Asnawi itu lebih berarti 🤣	beporizal	2023-05-24 21:46:35+07	replied_to	['uang', 'cari', 'coldplay', 'indonesia', 'liat', 'messi', 'tackle', 'asnawi']	['erickthohir']
@detikcom Coldplay ke Indonesia kapan lagi 🤣🤣🙃	vegetablefried1	2023-05-24 07:18:51+07	replied_to	['coldplay', 'indonesia']	['detikcom']
@tanyakanrl coldplay ke indonesia belum tentu cuma sekali, tapi kita ngeliat asnawi tackle messi itu lebih menarik. damn argen 7-1 indo	boysoftheyear	2023-05-24 19:31:44+07	replied_to	['coldplay', 'indonesia', 'ngeliat', 'asnawi', 'tackle', 'messi', 'tarik', 'damn', 'argen', 'indo']	['tanyakanrl']
@IDWantsColdplay @coldplay @NajwaShihab @MataNajwa @NarasiNewsroom @narasitv Kapan Datang Lagi Ya @coldplay Ke indonesia ? Klw Dtg lagi nya 10 thn atau 20 thn kemudian keburu eike udah Tua gk kuat lompat² 🤣😂	GRhs292374	2023-05-24 19:27:55+07	replied_to	['indonesia', 'klw', 'dtg', 'thn', 'thn', 'keburu', 'eike', 'tua', 'kuat', 'lompat']	['IDWantsColdplay', 'coldplay', 'NajwaShihab', 'MataNajwa', 'NarasiNewsroom', 'narasitv', 'coldplay']
@PSSI Coldplay ke indonesia bisa berkali-kali, tapi messi ke indonesia mungkin cuma sekali	istighfarrs	2023-05-24 18:33:14+07	replied_to	['coldplay', 'indonesia', 'messi', 'indonesia']	['PSSI']
Excited to be back on my @coldplay MC duties tonight 🥹🖤 #ColdplayBarcelona https://t.co/Ngkmb3MqIo	laurenevemay	2023-05-24 15:58:31+07	tweet	['excited', 'be', 'back', 'on', 'my', 'mc', 'duties', 'tonight', 'coldplaybarcelona']	['coldplay']
@PSSI Uang bisa dicari, Coldplay ke Indonesia cuma sekali, tapi liat messi di tackle Asnawi itu lebih berarti	ahmadalfaris_	2023-05-24 21:54:44+07	replied_to	['uang', 'cari', 'coldplay', 'indonesia', 'liat', 'messi', 'tackle', 'asnawi']	['PSSI']
"@SiaranBolaLive pak @erickthohir kok berbisnis dengan rakyat?
katanya mau jadi wapres"	LiarRonin	2023-05-25 14:42:29+07	replied_to	['bisnis', 'rakyat', 'wapres']	['SiaranBolaLive', 'erickthohir']
"@idextratime nonton bang messi pinjol
nonton coldplay nabung 20k sehari"	anakmamanurr	2023-05-05 18:04:42+07	replied_to	['nonton', 'messi', 'pinjol', 'nonton', 'coldplay', 'nabung', 'k']	['idextratime']
"Jumatan ini ga terlalu ngantuk gara² khotib bahas @coldplay ke Indonesia. ""Masya Allah, grup musik yang selalu mengkampanyekan LGBT. Dan ada menteri kita yang tetap menerima dengan senang hati"". https://t.co/DabI66jG8M"	IJUN666	2023-05-26 15:20:14+07	tweet	['jumat', 'ngantuk', 'gara', 'khotib', 'bahas', 'indonesia', 'masya', 'grup', 'musik', 'kampanye', 'lgbt', 'menteri', 'terima', 'senang', 'hati']	['coldplay']
@SINGAYEHUDA51 Tolak @coldplay ke indonesia @sandiuno , lgbt itu haram	rachman0565	2023-05-30 08:33:42+07	replied_to	['tolak', 'indonesia', 'lgbt', 'haram']	['SINGAYEHUDA51', 'coldplay', 'sandiuno']
@arbainrambey Uang bisa dicari, Coldplay ke Indonesia cuma sekali, tapi liat Messi di tackle Asnawi itu lebih berarti	yagovic	2023-05-30 17:24:26+07	replied_to	['uang', 'cari', 'coldplay', 'indonesia', 'liat', 'messi', 'tackle', 'asnawi']	['arbainrambey']
@pe2nn @GOAL_ID Coldplay ke indonesia lu pkir gk diundang? Cuma kasih duit trus mereka pd mau dtg? Bedakanlah undangan anak ulang tahun sama undangan kerjaan profesional	VeinDee	2023-06-02 11:41:29+07	replied_to	['coldplay', 'indonesia', 'pkir', 'undang', 'kasih', 'duit', 'trus', 'pd', 'dtg', 'beda', 'undang', 'anak', 'ulang', 'undang', 'kerja', 'profesional']	['pe2nn', 'GOAL_ID']
"Kalau @erickthohir mendatangkan Timnas Argentina dan @sandiuno menghadirkan Coldplay ke Indonesia, @YaqutCQoumas apa tidak mau mengundang Paus Fransiskus tahun ini?

#CaweCaweCawapres"	gerardomayolla	2023-06-06 07:40:28+07	tweet	['timnas', 'argentina', 'hadir', 'coldplay', 'indonesia', 'undang', 'paus', 'fransiskus', 'cawecawecawapres']	['erickthohir', 'sandiuno', 'YaqutCQoumas']
@FaktaSepakbola @leoparadizo terus nanti pas Coldplay ke Indonesia,Chris Martin ga ikut juga	garinp4	2023-06-10 22:27:58+07	replied_to	['coldplay', 'indonesia', 'chris', 'martin']	['FaktaSepakbola', 'leoparadizo']
@Box2BoxBola @leoparadizo Chris Martin belum bisa dipastikan juga hadir dalam tour Coldplay ke Indonesia karena penyakit amandel baru2 ini akibat kebanyakan makan cireng dan kemungkinan digantikan Aldi Taher	ardianfrmnsyah	2023-06-10 21:39:35+07	replied_to	['chris', 'martin', 'hadir', 'tour', 'coldplay', 'indonesia', 'sakit', 'amandel', 'akibat', 'banyak', 'makan', 'cireng', 'ganti', 'aldi', 'taher']	['Box2BoxBola', 'leoparadizo']
"@ernestprakasa ""kapan lagi Coldplay ke Indonesia?"" Kata calo ketika itu"	Bungwil	2023-06-12 13:23:07+07	replied_to	['coldplay', 'indonesia', 'calo']	['ernestprakasa']
"@dwikaputra Sebenernya coldplay ke indonesia itu 3 hari
Hari pertama wisata sejarah dan budaya. 
Hari ke-2 konser. 
Hari ke-3 ditutup wisata kuliner nusantara. 
Ini bertujuan untuk meningkatkan awareness pariwisata indonesia ke masyarakat luar. 

Bismillah stafsus kemenparekraf @sandiuno"	zulhamyachya	2023-06-13 21:10:22+07	replied_to	['coldplay', 'indonesia', 'wisata', 'sejarah', 'budaya', 'konser', 'tutup', 'wisata', 'kuliner', 'nusantara', 'tuju', 'tingkat', 'awareness', 'pariwisata', 'indonesia', 'masyarakat', 'stafsus', 'kemenparekraf']	['dwikaputra', 'sandiuno']
@iga_massardi Setelah Argentina tanpa Messi, apakah nanti Coldplay ke Indonesia tanpa Chris Martin?	sdnarm	2023-06-14 09:12:38+07	tweet	['argentina', 'messi', 'coldplay', 'indonesia', 'chris', 'martin']	['iga_massardi']
@RezaFHW @coldplay Tanyakan kepada promotor yang bawa coldplay ke Indonesia bang	uyeuyeuyeee	2023-06-20 09:53:54+07	replied_to	['promotor', 'bawa', 'coldplay', 'indonesia']	['RezaFHW', 'coldplay']
gils , infonya november @coldplay  ke indonesia dongg 😭😭😭😍😍😍	DonIsilop	2023-04-08 04:34:44+07	tweet	['gils', 'info', 'november', 'indonesia', 'dongg']	['coldplay']
@qtbbymoan Bertobatlah bestie , tanda tanda Coldplay ke Indonesia sudah dekat	Don_Musc	2023-06-18 16:07:39+07	replied_to	['tobat', 'bestie', 'tanda', 'tanda', 'coldplay', 'indonesia']	['qtbbymoan']
@pandji Bisa datengin argentina dan coldplay ke indonesia	WMaulana_	2023-06-21 13:06:10+07	replied_to	['datengin', 'argentina', 'coldplay', 'indonesia']	['pandji']
@registaco Udah batalin aja Coldplay ke Indonesia mah, biar kapok orang2 itu wkwk	Mohaguss1708	2023-06-24 00:22:59+07	replied_to	['batalin', 'coldplay', 'indonesia', 'biar', 'kapok', 'orang']	['registaco']
@IDWantsColdplay @alienradiofm @coldplay CEPET DONG UMUMIN AKU GA BISA DIGINIIIN 😭	fitriandiani	2023-05-02 16:32:39+07	replied_to	['cepet', 'umumin', 'diginiiin']	['IDWantsColdplay', 'alienradiofm', 'coldplay']
@idextratime Tolak coldplay ke indonesia, calo ketar ketir sambalasambalado	irwinfesal	2023-06-25 22:30:31+07	replied_to	['tolak', 'coldplay', 'indonesia', 'calo', 'ketar', 'tir', 'sambalasambalado']	['idextratime']
@sosmedkeras Sudah,jangan di judge lagi..mungkin dia nangis karena kehabisan tiket coldplay..	itsyour_abe	2023-05-05 18:50:38+07	replied_to	['judge', 'nang', 'habis', 'tiket', 'coldplay']	['sosmedkeras']
@tiketXid yah paling bioskop. agak susah bawa coldplay ke indonesia. dari dulu…..	riossummers	2023-04-08 00:30:16+07	replied_to	['yah', 'bioskop', 'susah', 'bawa', 'coldplay', 'indonesia']	['tiketXid']
Bismillah, kalau memang benar @coldplay ke Indonesia, semoga di bulan Desember🤲🏻	rmengnici	2023-04-08 15:31:20+07	tweet	['indonesia', 'moga', 'desember']	['coldplay']
@Rasyadh_ @XtremeMerch wah coldplay november, marai pingin nontok ae	hasgardians	2023-05-05 18:02:25+07	replied_to	['coldplay', 'november', 'mara', 'nontok', 'ae']	['Rasyadh_', 'XtremeMerch']
@westenthu Seneng Coldplay ke Indonesia...tp ttp aja gk bs nonton	nrmjtn	2023-04-08 07:24:00+07	replied_to	['neng', 'coldplay', 'indonesia', 'ttp', 'bs', 'nonton']	['westenthu']
@HaloBCA untuk ticketing coldplay apakah bisa memakai mobile banking BCA?	viestarona	2023-05-09 04:37:22+07	replied_to	['ticketing', 'coldplay', 'pakai', 'mobile', 'banking']	['HaloBCA']
"Coldplay ke Indonesia?
Tetap road to Koreyaaaa 💪
Ojo sampe ga dapat tiket @votsssss_"	JadineGood	2023-04-08 19:45:40+07	tweet	['coldplay', 'indonesia', 'road', 'koreyaaaa', 'ojo', 'sampe', 'tiket']	['votsssss_']
@yudamlna @PSSI @pt_lib gas aja bang, kapan lagi Coldplay ke indonesia	maungngomul	2023-04-08 19:34:16+07	replied_to	['gas', 'coldplay', 'indonesia']	['yudamlna', 'PSSI', 'pt_lib']
Rumor @coldplay ke Indonesia? Gassss	ferzukay_	2023-04-08 19:28:24+07	tweet	['rumor', 'indonesia', 'gassss']	['coldplay']
@IDWantsColdplay cocokologi aja min, kan katanya promotornya pk nih rumornya, nah mereka biasanya kalo buat konser pasti ada domain khusus untuk link informasi dan pembelian,brarti ini memang bisa aja pk yang bawa coldplay ke indonesia,soalnya domain yang dipake mirip sama konser lain(+injakarta)	Frzadam	2023-04-11 18:11:49+07	replied_to	['cocokologi', 'min', 'promotor', 'pk', 'rumor', 'kalo', 'konser', 'domain', 'khusus', 'link', 'informasi', 'beli', 'brarti', 'pk', 'bawa', 'coldplay', 'indonesia', 'domain', 'dipake', 'konser', 'injakarta']	['IDWantsColdplay']
@satewortel Salah kamar wkwk, itu nanti aja ikut crewhiring waktu coldplay ke indonesia.	creamfie	2023-04-13 15:42:46+07	tweet	['salah', 'kamar', 'crewhiring', 'coldplay', 'indonesia']	['satewortel']
Pada Jumat malam (7/4), akun Twitter @SupirPete2 mengunggah kabar kedatangan Coldplay ke Indonesia. Menurutnya, konser bakal digelar pada November 2023 selama dua hari. Hal ini membuat Coldplay menjadi trending topic Twitter Indonesia pada hari berikutnya. https://t.co/Egt7V0N70X	binokularid	2023-04-13 17:56:40+07	replied_to	['malam', 'akun', 'twitter', 'unggah', 'kabar', 'datang', 'coldplay', 'indonesia', 'konser', 'gelar', 'november', 'coldplay', 'trending', 'topic', 'twitter', 'indonesia']	['SupirPete2']
@IDWantsColdplay @coldplay anjg lah gua gada duit woiui	uu_hlg	2023-05-08 23:17:52+07	replied_to	['anjg', 'gada', 'duit', 'woiui']	['IDWantsColdplay', 'coldplay']
@rayvieralaxmana Kang coldplay datang indo tuh~	vrijeman	2023-05-09 05:50:07+07	replied_to	['kang', 'coldplay', 'indo', 'tuh']	['rayvieralaxmana']
@rrzzaa__ @IDWantsColdplay I’m so happy to hear you guys enjoyed it. All praise to mighty @thepauldugdale.  Now I’m going to listen to the third track on the blue room EP. PH	coldplay	2023-04-29 00:56:25+07	replied_to	['i', 'm', 'so', 'happy', 'hear', 'guys', 'enjoyed', 'it', 'all', 'praise', 'mighty', 'now', 'i', 'm', 'going', 'listen', 'third', 'track', 'on', 'blue', 'room', 'ep', 'ph']	['rrzzaa__', 'IDWantsColdplay', 'thepauldugdale']
"Lewat postingan Instagram pribadinya yang telah dihapus, @sandiuno sempat memberikan ‘kode’ kedatangan @coldplay ke Indonesia. Semoga beneran jadi ya guys 🥹 [📸 : Johan Tallo]
-
#LLNCORP https://t.co/kF6QV3lvb8"	lalanacorp	2023-04-20 19:51:52+07	tweet	['postingan', 'instagram', 'pribadi', 'hapus', 'kode', 'datang', 'indonesia', 'moga', 'beneran', 'guys', 'johan', 'tallo', 'llncorp']	['sandiuno', 'coldplay']
@constantane fix otw nabung anjir kalau beneran, kapan lagi coldplay ke indonesia lagi, meskipun belum tentu kesampean, pokok nabung dlu aja 😭	ghibran_mardani	2023-04-22 05:55:07+07	replied_to	['fix', 'otw', 'nabung', 'anjir', 'beneran', 'coldplay', 'indonesia', 'sampean', 'pokok', 'nabung', 'dlu']	['constantane']
@laceblux @undipmenfess coldplay lah, kapan lagi coldplay ke Indonesia atau tour Asia.	malkaleegra	2023-04-22 00:13:57+07	replied_to	['coldplay', 'coldplay', 'indonesia', 'tour', 'asia']	['laceblux', 'undipmenfess']
@lilacpalette_ Fix mending aku all out ngejar coldplay dulu tahun ini 🙃🙃🙃	awesomejinhyung	2023-05-01 12:54:53+07	replied_to	['fix', 'mending', 'all', 'out', 'ngejar', 'coldplay']	['lilacpalette_']
@moviemenfes Kalo dari cerita si bagus sing 1 tapi lagu lagunya lebih enjoy sing 2 apalagi ada lagunya coldplay	peninggidosa	2023-05-01 12:38:19+07	replied_to	['kalo', 'cerita', 'bagus', 'sing', 'lagu', 'lagu', 'enjoy', 'sing', 'lagu', 'coldplay']	['moviemenfes']
@Nachtzzeit Rumornya november nanti di GBK, ini pas kemaren. Konfirmasinya katanya bulan mei ini, semoga sih fix beneran soalnya gw mupeng nonton coldplay 😭 https://t.co/VCsqewQ2kd	carapherneliar	2023-05-01 12:44:52+07	replied_to	['rumor', 'november', 'gbk', 'kemaren', 'konfirmasi', 'mei', 'moga', 'fix', 'beneran', 'mupeng', 'nonton', 'coldplay']	['Nachtzzeit']
@dodikID @recehtapisayng lu kata siapa bang? ada loh artis kpop yg rekaman cuma sekali take doang. terus kalau kurang mentingin suara, kenapa artis kaya selena gomez, lady gaga, coldplay, ava max gitu mau collab sama artis kpop? itu bukti kpop gak mentingin suara kh	velantion	2023-05-01 12:38:35+07	replied_to	['loh', 'artis', 'kpop', 'rekam', 'take', 'mentingin', 'artis', 'kaya', 'lena', 'gomez', 'lady', 'gaga', 'coldplay', 'ava', 'max', 'collab', 'artis', 'kpop', 'bukti', 'kpop', 'mentingin', 'kh']	['dodikID', 'recehtapisayng']
